org.apache.tools.ant.types.RedirectorElement	public void configure(org.apache.tools.ant.taskdefs.Redirector, java.lang.String) 	redirector	B3	0/46
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	baseDir	B3	7/8
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	baseDir	B5	4/5
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	baseDir	B7	3/4
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	baseDir	B9	2/3
org.apache.tools.zip.ZipFile	private void positionAtCentralDirectory() throws java.io.IOException	found	B4	7/8
org.apache.tools.zip.ZipFile	private void positionAtCentralDirectory() throws java.io.IOException	found	B5	6/7
org.apache.tools.zip.ZipFile	private void positionAtCentralDirectory() throws java.io.IOException	found	B6	4/5
org.apache.tools.zip.ZipFile	private void positionAtCentralDirectory() throws java.io.IOException	found	B7	2/3
org.apache.tools.ant.taskdefs.Javac	protected void scanDir(java.io.File, java.io.File, java.lang.String[]) 	sfs	B1	4/5
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer	private void play(org.apache.tools.ant.Project, java.io.File, int, java.lang.Long) 	project	B1	4/5
org.apache.tools.ant.util.facade.FacadeTaskHelperTest	public void testHasBeenSet() 	fth	B1	4/5
org.apache.tools.ant.UnknownElement2	protected void handleChildren(java.lang.Object, org.apache.tools.ant.RuntimeConfigurable) throws org.apache.tools.ant.BuildException	childWrapper	B5	8/10
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.AntXMLContext) throws org.xml.sax.SAXParseException	nameAttributeSet	B1	12/14
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.AntXMLContext) throws org.xml.sax.SAXParseException	nameAttributeSet	B2	12/13
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.AntXMLContext) throws org.xml.sax.SAXParseException	nameAttributeSet	B5	8/9
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.AntXMLContext) throws org.xml.sax.SAXParseException	nameAttributeSet	B9	5/6
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.AntXMLContext) throws org.xml.sax.SAXParseException	nameAttributeSet	B10	1/2
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	numJars	B1	30/33
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	numJars	B7	28/31
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	numJars	B8	25/28
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	numJars	B27	12/15
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	numJars	B31	11/14
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	numJars	B33	5/8
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	numJars	B35	3/6
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void determineDependencies() throws java.io.IOException	cacheDirty	B1	18/20
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void determineDependencies() throws java.io.IOException	cacheDirty	B4	8/9
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void determineDependencies() throws java.io.IOException	cacheDirty	B5	7/8
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void determineDependencies() throws java.io.IOException	cacheDirty	B6	6/7
org.apache.tools.ant.taskdefs.optional.depend.Depend	private void determineDependencies() throws java.io.IOException	cacheDirty	B9	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	mtfFreq	B1	43/52
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	mtfFreq	B2	35/43
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	mtfFreq	B5	31/39
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	mtfFreq	B6	30/38
org.apache.tools.ant.taskdefs.Get	public boolean doGet(int, org.apache.tools.ant.taskdefs.Get.DownloadProgress) throws java.io.IOException	progress	B9	13/17
org.apache.tools.ant.taskdefs.Get	public boolean doGet(int, org.apache.tools.ant.taskdefs.Get.DownloadProgress) throws java.io.IOException	progress	B15	13/15
org.apache.tools.ant.taskdefs.Get	public boolean doGet(int, org.apache.tools.ant.taskdefs.Get.DownloadProgress) throws java.io.IOException	progress	B26	12/14
org.apache.tools.ant.taskdefs.Get	public boolean doGet(int, org.apache.tools.ant.taskdefs.Get.DownloadProgress) throws java.io.IOException	progress	B27	11/13
org.apache.tools.ant.taskdefs.Get	public boolean doGet(int, org.apache.tools.ant.taskdefs.Get.DownloadProgress) throws java.io.IOException	progress	B33	7/9
org.apache.tools.ant.taskdefs.Javadoc.TagArgument	public void setScope(java.lang.String) throws org.apache.tools.ant.BuildException	gotNotAll	B3	8/9
org.apache.tools.ant.taskdefs.Javadoc.TagArgument	public void setScope(java.lang.String) throws org.apache.tools.ant.BuildException	gotNotAll	B7	6/7
org.apache.tools.ant.taskdefs.Javadoc.TagArgument	public void setScope(java.lang.String) throws org.apache.tools.ant.BuildException	gotNotAll	B8	5/6
org.apache.tools.ant.taskdefs.Javadoc.TagArgument	public void setScope(java.lang.String) throws org.apache.tools.ant.BuildException	gotNotAll	B11	2/3
org.apache.tools.ant.taskdefs.Jar	private void filesetManifest(java.io.File, java.io.InputStream) throws java.io.IOException	filesetManifest	B1	12/13
org.apache.tools.ant.taskdefs.Jar	private void filesetManifest(java.io.File, java.io.InputStream) throws java.io.IOException	filesetManifest	B8	11/12
org.apache.tools.ant.taskdefs.Jar	private void filesetManifest(java.io.File, java.io.InputStream) throws java.io.IOException	filesetManifest	B9	10/11
org.apache.tools.ant.taskdefs.Jar	private void filesetManifest(java.io.File, java.io.InputStream) throws java.io.IOException	filesetManifest	B15	1/2
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B1	8/10
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B2	8/9
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B3	7/8
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B5	4/5
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B7	3/4
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noClassPath	B7	15/17
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noClassPath	B8	13/14
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noClassPath	B9	10/11
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noClassPath	B13	7/8
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noClassPath	B19	2/3
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noClassPath	B21	1/2
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B1	14/16
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B2	13/14
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B3	12/13
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B6	6/7
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B8	5/6
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B10	4/5
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B12	3/4
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	description	B14	2/3
org.apache.tools.ant.helper.ProjectHelperImpl	public void parse(org.apache.tools.ant.Project, java.lang.Object) throws org.apache.tools.ant.BuildException	project	B3	5/6
org.apache.tools.ant.helper.ProjectHelperImpl	public void parse(org.apache.tools.ant.Project, java.lang.Object) throws org.apache.tools.ant.BuildException	project	B3	5/6
org.apache.tools.ant.taskdefs.XSLTProcess	private void process(java.io.File, java.lang.String, java.io.File, org.apache.tools.ant.types.Resource) throws org.apache.tools.ant.BuildException	outF	B3	5/6
org.apache.tools.bzip2.CBZip2InputStream	private int getAndMoveToFrontDecode0(int) throws java.io.IOException	bsBuffShadow	B4	7/8
org.apache.tools.bzip2.CBZip2InputStream	private int getAndMoveToFrontDecode0(int) throws java.io.IOException	bsBuffShadow	B5	3/4
org.apache.tools.bzip2.CBZip2InputStream	private static void hbCreateDecodeTables(int[], int[], int[], char[], int, int, int) 	limit	B5	10/12
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noUserLib	B7	14/16
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noUserLib	B8	12/13
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noUserLib	B9	9/10
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noUserLib	B13	6/7
org.apache.tools.ant.launch.Launcher	private void run(java.lang.String[]) throws org.apache.tools.ant.launch.LaunchException, java.net.MalformedURLException	noUserLib	B19	1/2
org.apache.tools.bzip2.CBZip2InputStream	private void createHuffmanDecodingTables(int, int) 	minLens	B1	9/11
org.apache.tools.bzip2.CBZip2InputStream	private void createHuffmanDecodingTables(int, int) 	minLens	B2	7/8
org.apache.tools.bzip2.CBZip2InputStream	private void createHuffmanDecodingTables(int, int) 	minLens	B3	6/7
org.apache.tools.bzip2.CBZip2InputStream	private void createHuffmanDecodingTables(int, int) 	minLens	B4	4/5
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	name	B1	8/10
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	name	B2	8/9
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	name	B3	7/8
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	name	B5	4/5
org.apache.tools.ant.taskdefs.XmlProperty	public java.lang.Object processNode(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	addedPath	B4	11/12
org.apache.tools.ant.taskdefs.XmlProperty	public java.lang.Object processNode(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	addedPath	B6	9/10
org.apache.tools.ant.taskdefs.XmlProperty	public java.lang.Object processNode(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	addedPath	B8	6/7
org.apache.tools.ant.taskdefs.XmlProperty	public java.lang.Object processNode(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	addedPath	B10	5/6
org.apache.tools.ant.taskdefs.XmlProperty	public java.lang.Object processNode(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	addedPath	B12	4/5
org.apache.tools.ant.taskdefs.XmlProperty	public java.lang.Object processNode(org.w3c.dom.Node, java.lang.String, java.lang.Object) 	addedPath	B14	3/4
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B1	14/16
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B2	13/14
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B3	12/13
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B6	6/7
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B8	5/6
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B10	4/5
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	id	B12	3/4
org.apache.tools.ant.util.facade.FacadeTaskHelperTest	public void testPrecedenceRules() 	fth	B1	6/7
org.apache.tools.ant.ComponentHelper	public java.lang.String diagnoseCreationFailure(java.lang.String, java.lang.String) 	antTask	B1	12/14
org.apache.tools.ant.ComponentHelper	public java.lang.String diagnoseCreationFailure(java.lang.String, java.lang.String) 	definitions	B1	12/14
org.apache.tools.bzip2.CBZip2OutputStream	private static void hbMakeCodeLengths(byte[], int[], org.apache.tools.bzip2.CBZip2OutputStream.Data, int, int) 	tooLong	B5	18/21
org.apache.tools.bzip2.CBZip2OutputStream	protected static void hbMakeCodeLengths(char[], int[], int, int) 	tooLong	B5	18/21
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	sfmap	B1	49/56
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	sfmap	B2	41/47
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	sfmap	B5	37/43
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	sfmap	B8	36/42
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	sfmap	B10	34/40
org.apache.tools.bzip2.CBZip2OutputStream	private void generateMTFValues() 	sfmap	B11	32/38
org.apache.tools.ant.taskdefs.Ant	private void copyReference(java.lang.String, java.lang.String) 	newProject	B1	7/8
